"title","authors","year","venue","cited_by","is_oa","oa_url","doi","abstract","query","id","type"
"Designing international tax reform: lessons from TCJA","Mindy Herzfeld","2021","International Tax and Public Finance","4","True","https://link.springer.com/content/pdf/10.1007/s10797-021-09675-0.pdf","https://doi.org/10.1007/s10797-021-09675-0","","TCJA cash holdings firm","https://openalex.org/W3177029169","article"
"Radiologist Side Hustles: A Primer","Janis Yee; Blake C. Steel; Puneet Bhargava","2020","Journal of the American College of Radiology","4","False","","https://doi.org/10.1016/j.jacr.2019.07.022","","TCJA cash holdings firm","https://openalex.org/W2998941470","article"
"Protection of Private Equity Investors under the Dodd-Frank Act","Doris Toyou","2019","Journal of Law and Commerce","4","True","http://jlc.law.pitt.edu/ojs/index.php/jlc/article/download/159/151","https://doi.org/10.5195/jlc.2019.159","In securities law, investor protection means that an issuer of securities, here partnership interests for private equity, must register with the Securities and Exchange Commission (“SEC”) and be subject to disclosure, reporting, record-keeping compliance and examination programs. This Article argues that the Dodd-Frank Act has fulfilled part of its objective to protect private equity investors by forcing private equity managers to disclose information on their operations. Disclosure has provided greater transparency about how the business of private equity is conducted. The increased SEC scrutiny started in 2014 has uncovered unfair practices and violations of fiduciary duties that sophisticated investors could not detect on their own. Notwithstanding this improved transparency, the Dodd-Frank Act still falls short of imposing the main tool securities laws uses to protect investors: that is, full and fair disclosure. In other words, Dodd-Frank does not provide all the required protections that are important for investors to assess the quality of their investments and make informed decisions. This Article offers to expand transparency by additional public disclosure of investment returns, fees, and managers’ income.For other policy issues unrelated to the protection of investors, that is, jobs or tax, Title IV of the Dodd-Frank Act does not offer the appropriate setting. Applying or enacting legislation concerning tax, labor or bankruptcy laws can better curve the controversial practices of private equity firms.","TCJA cash holdings firm","https://openalex.org/W2941772101","article"
"THE POLITICAL ECONOMY OF GLOBAL VALUE CHAINS RESTRUCTURING","Oleksandr Rogach","2020","ACTUAL PROBLEMS OF INTERNATIONAL RELATIONS","4","True","http://apir.iir.edu.ua/index.php/apmv/article/download/3739/3411","https://doi.org/10.17721/apmv.2020.142.1.62-73","The article analyzes the international production of multinational enterprises (MNEs). It presents some theoretical approaches to the analysis of international production, such as fragmentation theory, global value chains (GVCs) theory. The article argues that at the present stage of the world economy internationalization, there are two trends in the localization of MNEs global chains. The first trend indicates a slowdown of GVCs growth in the last seven years. The second trend characterizes the restructuring of GVCs. It indicates the backward movement of certain international production fragments to the MNEs home countries. Among the major factors that have slowed the growth of international MNEs production, the article analyzes the political instability and low economic dynamics of some FDI exporting countries. Changes in the location of global value chains are driven by technological, economic and geopolitical factors. Fourth industrial revolution, the robotization of production and new technologies for shale oil and gas in the US are changing the traditional determinants for GVCs localization. They have caused the relocation of many businesses from countries with the cheap labour to MNEs home countries. The article also highlights that the important factors of GVCs restructuring are the fiscal mechanisms implemented by the US administration, including tax reform. But the short-term and long-term effects of such measures differ significantly. Finally, the third important factor in the dynamics and restructuring of multinational enterprise network production is the geopolitical risk and political uncertainty. The trade war between the US and China has had a particularly significant impact on the current global value chains rebuilding.","TCJA cash holdings firm","https://openalex.org/W3040060033","article"
"Ireland: Selected Issues","International Monetary Fund. European Dept.","2018","IMF Staff Country Reports","4","True","https://www.elibrary.imf.org/doc/IMF002/25303-9781484363874/25303-9781484363874/Other_formats/Source_PDF/25303-9781484365205.pdf","https://doi.org/10.5089/9781484363874.002","Assessing the business cycle in Ireland is complicated by the open character of its labor market and large presence of globally active multinationals. This chapter takes into account these features of the Irish economy when estimating potential output and the cyclical position. Results point to a strong recent rebound of potential growth as well as a currently advanced cyclical position, with a positive and widening output gap.","TCJA cash holdings firm","https://openalex.org/W4238780110","article"
"U.S. Corporations' Repatriation of Offshore Profits: Evidence from 2018","Michael Smolyansky; Gustavo Suárez; Alexandra Tabova","2019","FEDS Notes","13","True","https://doi.org/10.17016/2380-7172.2396","https://doi.org/10.17016/2380-7172.2396","We investigate how companies with large holdings of cash abroad have used those funds following the Tax Cuts and Jobs Act (TCJA), which eliminated prior tax disincentives on the repatriation of foreign earnings.","TCJA repatriation cash holdings","https://openalex.org/W2971941381","article"
"Governing Global Tax Dodgers: The “Group of Four” and the Taxation of Multinational Corporations, 1970s–1980s","Vanessa Ogle","2023","The Business History Review","4","True","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/C524CB4BAC1814EF27F34E91A4E88FC5/S0007680523000673a.pdf/div-class-title-governing-global-tax-dodgers-the-group-of-four-and-the-taxation-of-multinational-corporations-1970s-1980s-div.pdf","https://doi.org/10.1017/s0007680523000673","During the 1970s, governments increasingly expressed concerns about the loss of revenue through the use of tax havens by both individuals and corporations. This article explores a covert international working group (the Group of Four) set up between France, Germany, the United Kingdom, and the United States in 1969 in response to such concerns. At regular meetings, officials exchanged information gathered by their respective tax authorities in auditing multinational companies. In the 1980s, under increasing pressure from governments in a now much more hostile climate to tax authorities, the Group’s work shifted away from multinationals and toward more general, technical questions. The history of the Group of Four illustrates the importance of the 1960s and 1970s as a period for regulating economic actors and the impact of broader circumstances on the success or failure of anti-tax avoidance measures.","TCJA repatriation cash holdings","https://openalex.org/W4388928870","article"
"Canada: Selected Issues","International Monetary Fund. Western Hemisphere Dept.","2018","IMF Staff Country Reports","3","True","https://www.elibrary.imf.org/doc/IMF002/25353-9781484368398/25353-9781484368398/Other_formats/Source_PDF/25353-9781484368459.pdf","https://doi.org/10.5089/9781484368398.002","This paper reviews, and suggests possible improvements to, Canada's system of business taxation-focusing particularly on the implications of wider developments in the global tax environment. Section 1 provides an overview of current arrangements, 2 and identifies some sources of concern. Section 2 describes and considers the likely impact on Canada of recent developments in, and pressures on, the international tax order, including the landmark reform (known as the Tax Cuts and Jobs Act, TCJA) in the United States. Section 3 sets out some options for reform.","TCJA repatriation cash holdings","https://openalex.org/W4245215259","article"
"The role of the dual holder in mitigating underinvestment","Roman Bohdan; Tarun K. Mukherjee","2023","The Journal of Financial Research","3","True","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/jfir.12376","https://doi.org/10.1111/jfir.12376","Abstract The literature on dual holding focuses exclusively on cases where the holder is primarily a creditor and buys the firm's stocks to reduce potential wealth transfer. However, wealth transfer is not a concern when the dual holder is a stockholder first and becomes a bondholder later. We hypothesize that the principal motive behind such dual holdings is to provide debt funding to an otherwise successful firm that cannot fund good projects because of internal capital allocation problems coupled with external capital constraints. We select samples from multinational corporations based on evidence that these firms are exposed to domestic underinvestment because they are reluctant to bring back foreign profits to avoid repatriation taxes. We choose hedge funds (HFs) as dual holders. The treatment group comprises firms where HFs are dual owners, and the control group comprises firms in which HFs own stocks only. The treatment group experiences steeper financial constraints, leading to deeper underinvestment problems and causing target firms to seek HF funding. The funding corresponds well to the amount of underinvestment. Targets improve investment efficiency by alleviating underinvestment, surpassing their predual performance and the control group's postdual performance.","TCJA repatriation cash holdings","https://openalex.org/W4390058498","article"
"Tax Reforms, Investor Sentiment and Closed-End Fund Performance","Umesh Kumar","2022","International Journal of Finance","2","True","https://carijournals.org/journals/index.php/IJF/article/download/1040/1257","https://doi.org/10.47941/ijf.1040","Purpose: Tax reforms have a significant impact on asset prices and shareholders’ wealth. The Tax Cuts and Jobs Act 2017 (TCJA) reduces the tax obligations for both households and businesses. This paper investigates the relationship between closed-end funds performance and investor sentiment induced by tax reforms.&#x0D; Methodology: Two proxies of investor sentiment are used to measure the impact on closed-end fund (CEF) performance.&#x0D; Results: The results reveal that overall, tax reforms have a positive effect on the closed-end fund valuations. Institutional investors’ sentiment takes a differential view from individual investors on CEF returns. Institutional investors’ sentiment does not show a relationship with fund returns. Medium size CEFs benefit more from tax reforms.&#x0D; Unique Contribution to Theory, Policy and Practice: Despite mixed signals, the results suggest that TCJA has influenced the investors’ sentiment resulting in excessive optimism.","TCJA repatriation cash holdings","https://openalex.org/W4296946476","article"
"United States","International Monetary Fund. Western Hemisphere Dept.","2019","IMF Staff Country Reports","2","True","https://www.elibrary.imf.org/doc/IMF002/26157-9781498320993/26157-9781498320993/Other_formats/Source_PDF/26157-9781498321877.pdf","https://doi.org/10.5089/9781498320993.002","The U.S. economy is in the longest expansion in recorded history. Unemployment is at levels not seen since the late 1960s, real wages are rising, and inflationary pressures remain subdued. Economic activity, while still growing above potential, is expected to slow to around 2.6 percent this year and 1.9 percent in 2020.","TCJA repatriation cash holdings","https://openalex.org/W4238166611","article"
"Western Corporate Fiscal Citizenship in the 21st Century","Alex Freund","2019","","2","True","https://scholarlycommons.law.northwestern.edu/njilb/vol40/iss1/4","","For the Western world, the challenges of the 21st Century are numerous, from climate change’s effects on food production and coastal cities to underfunded social safety nets to automation’s impact on the middle class. To handle such costly problems, government intervention will be required. Government intervention, however, always comes at a cost to either individuals or corporations. To determine who should bear these costs, scholars and experts should turn to notions of fiscal citizenship – the social contract between the state and private parties through taxation and the provision of goods and services. By applying principles of individual fiscal citizenship to corporations, which have traditionally not been included in notions of fiscal citizenship, a strong case emerges for corporations to bear the costs of these impending 21st century harms.","TCJA repatriation cash holdings","https://openalex.org/W2994958139","article"
"Hybrid Mismatch.com: Neutralizing the Tax Effects of Hybrid Mismatch Arrangements","M. Soledad Domingo","2019","DigitalCommons - Fairfield (Fairfield University)","1","True","https://digitalcommons.fairfield.edu/cgi/viewcontent.cgi?article=1219&context=nealsb","","","TCJA repatriation cash holdings","https://openalex.org/W3016228766","article"
"United States: 2018 Article IV Consultation - Press Release; Staff Report and Statement by the Executive Director for United States","International Monetary Fund. Western Hemisphere Dept.","2018","IMF Staff Country Reports","1","True","https://www.elibrary.imf.org/doc/IMF002/25321-9781484366073/25321-9781484366073/Other_formats/Source_PDF/25321-9781484366226.pdf","https://doi.org/10.5089/9781484366073.002","The near-term outlook. Unemployment is low, inflation is well contained, and growth is set to accelerate. During the course of this administration, the economy is expected to enter the longest expansion in recorded U.S. history.","TCJA repatriation cash holdings","https://openalex.org/W4253922815","article"
"The Realization Rule as a Legal Standard","Sloan G. Speck","2024","Columbia Journal of Tax Law","1","True","https://journals.library.columbia.edu/index.php/taxlaw/article/download/12712/6484","https://doi.org/10.52214/cjtl.v16i1.12712","The realization “rule” in tax law is better characterized as a legal standard. This characterization matters after the Supreme Court’s decision in Moore v. United States, which sets the stage for future courts to decide that the Constitution mandates realization—an identifiable event before accrued income is reportable by taxpayers. The stakes of a constitutional realization requirement are underappreciated. Because current statutory law embeds realization as a background principle, a constitutional realization requirement would operate as a taxpayer-initiated antiabuse doctrine—a sword that taxpayers could use selectively to invalidate parts of the Internal Revenue Code and Treasury Regulations. This novel constitutional tool has adverse, and underappreciated, implications for the U.S. tax system’s structure and complexity. Through the lens of the longstanding academic literature on legal rules and standards, the dangers of a constitutional realization requirement extend beyond top-down risks to individual Internal Revenue Code provisions or, as the Moore majority posited, entire taxing regimes. Instead, a constitutional realization requirement threatens to erode federal income tax law from the bottom up, through incremental public and private challenges to the fundamental mechanics of taxation. Realization and nonrealization permeate business entity taxation in deeply technical ways. In these areas, a constitutional realization requirement may facilitate aggressive private planning, undermine the law’s coherence, and dampen reform efforts. Even Moore’s whisper of a constitutional realization requirement ventures into poorly charted territory, with potentially detrimental consequences that may prove difficult to unwind. Moreover, a constitutional realization requirement portends increased complexity in tax law. Government-asserted antiabuse doctrines constrain complexity by allowing lawmakers to write simpler rules that cover high-frequency transactions. Low-frequency transactions, including those that reflect inappropriate tax planning, are addressed through (and discouraged by) open-ended standards in the enforcement process. As a taxpayer-initiated antiabuse doctrine, a constitutional realization requirement would have the reverse effect, increasing complexity by increasing the frequency of tax-planned transactions, encouraging more costly government responses to taxpayer abuse, and changing the dynamics of enforcement. The resulting complexity would be systemic—and could increase over time.","TCJA repatriation cash holdings","https://openalex.org/W4405519170","article"
"Engineering Pass-Throughs in International Tax: The Case of Private Equity Funds","Young Ran Kim","2019","","1","True","https://dc.law.utah.edu/scholarship/175","","Fund investment, or indirect investment, does not entail entity-level taxation domestically, so investors enjoy “tax neutrality” between direct and indirect investments made within a country. In contrast, when investments are made across borders, tax neutrality cannot be guaranteed because current international tax regimes are built upon bilateral tax treaties and lack pass-through tax rules for multinational fund investment schemes. This may put investors in a worse tax position than had they invested directly.In response, investors have created many strategies to reduce tax liabilities internationally when investing indirectly. Sometimes those strategies enable investors to pay even less taxes than they would with a tax-neutral benchmark. Recognizing that systematic pass-through taxation more likely would achieve tax neutrality goals, the OECD, through its limited rule-making power, developed several proposals for pass-through treatment. Unfortunately, none of them have been effective, either because of too narrow implementation or because they supply bilateral solutions to a multilateral problem.As an alternative, this Article proposes an innovative multilateral approach in which both the source country and the residence country may look-through certain fund vehicles in intermediary countries and will collect tax as if the investment was made directly from the residence country to the source country. This Article further develops the proposal by demonstrating its feasibility for private equity funds (PEFs). PEFs offer unique opportunities to reform international pass-through taxation because they tend to have only a handful of high-profile investors who rarely change during the fund’s lifetime. Although information about PEF investors notoriously has been less available to tax authorities, new public and private databases as well as a newly enhanced system for the exchange of tax information make such information now more accessible to governments. Tax authorities will be able to obtain information on the considerably small and manageable number of investors behind PEFs and implement pass-through taxation to realize robust tax neutrality goals.","TCJA repatriation cash holdings","https://openalex.org/W2980718393","article"
"Allocation of taxing rights in international corporate income taxation – comparing the current system, residual profit allocation, and OECD Pillar One","Atte Jonatan Kanervo","2021","Työväentutkimus Vuosikirja","1","True","http://hdl.handle.net/10138/334142","","Tutkielma käsittelee veropohjan ja kansainvälisen verotusoikeuden jakoon liittyviä kysymyksiä ja arvioi toisiaan vasten kolmea eri verojärjestelmää ja niiden vaikutuksia. Nämä kolme verojärjestelmää ovat: nykyjärjestelmä, jäännösvoiton jakoon perustuva järjestelmä (residual profit allocation), ja OECD:n Pilari I.&#13;\n&#13;\nKansainvälisen yritysverotuksen toteutuksella on merkittävä vaikutus kansainvälisen talouden toimintaan ja tämän kautta yksilöiden hyvinvointiin. Järjestelmän toimivuuden varmistaminen on täten ensiarvoisen tärkeää. Tutkielmassa esitetään, että kansainvälinen yritysverojärjestelmä tulisi suunnitella perustuen tiettyihin hyvän verotuksen periaatteisiin, jotka ovat: 1) reiluus ja tasapuolisuus, 2) taloudellinen tehokkuus, 3) välttelyn vaikeus, 4) hallinnon helppous, ja 5) kannustimien yhteensopivuus. Mainittuja kolmea verojärjestelmää arvioidaan suhteessa näihin kriteereihin.&#13;\n&#13;\nTutkielmassa havaitaan, että nykyjärjestelmä kärsii konseptuaalisista heikkouksista, jotka altistavat sen monille ongelmille suhteessa asetettuihin kriteereihin. Tämän perusteella argumentoidaan, että järjestelmän uudistaminen on välttämätöntä sen toiminnan varmistamiseksi myös tulevaisuudessa. Yksi mahdollinen uudistus on tutkielmassa esitettävä jäännösvoiton jakoon perustuva järjestelmä. OECD:n Pilari I -ehdotus sisältää elementtejä jäännösvoiton jaosta, mutta tutkielmassa osoitetaan, että OECD:n esitys ei ole tarpeeksi laaja saavuttaakseen samoja hyötyjä kuin laajempi jäännösvoiton jakoon perustuva järjestelmä.","TCJA repatriation cash holdings","https://openalex.org/W3199422975","article"
"The Contemporary Tax Journal Volume 7, No. 2 – Summer 2018","","2018","The Contemporary Tax Journal","0","True","https://scholarworks.sjsu.edu/cgi/viewcontent.cgi?article=1114&context=sjsumstjournal","https://doi.org/10.55917/2381-3679.1114","","TCJA repatriation cash holdings","https://openalex.org/W4409449875","article"
"GAAP Earnings Forecast Quality: Implications for Research","Novia Chen; Allison Koester","2025","The Accounting Review","0","True","https://publications.aaahq.org/accounting-review/article-pdf/doi/10.2308/TAR-2021-0646/123294/tar-2021-0646.pdf","https://doi.org/10.2308/tar-2021-0646","ABSTRACT We examine the implications of GAAP earnings forecast quality for accounting research. Using a tax law change with an estimable and material GAAP earnings impact, we find that analysts’ GAAP forecasts generally fail to incorporate this impact, whereas investors respond promptly, suggesting that GAAP forecasts omit earnings information deemed relevant by investors and are of low quality. Analyzing quarterly GAAP forecasts from 2004–2019 and classifying GAAP forecasts that equal their street counterparts when GAAP and street actuals differ as low quality, we again find widespread low GAAP forecast quality. Low quality GAAP forecasts affect research inferences: they dampen GAAP earnings response coefficient (ERC) estimates, reduce the explanatory power of GAAP surprises for returns, affect inferences regarding market rewards for meeting-or-beating via exclusions, and understate the extent that GAAP forecasts incorporate exclusion components. We propose two strategies to mitigate the adverse effects of low quality GAAP forecasts on research inferences. Data Availability: Data are from publicly available sources as identified within the manuscript. JEL Classifications: G14; M40; M41.","TCJA repatriation cash holdings","https://openalex.org/W4414787267","article"
"The Tax Effect on Capital Structure: An empirical investigation of tax shield utilization following the Tax Cuts and Jobs Act","A. Rodin; Patrik K. E. Magnusson","2020","Lund University Publications Student Papers (Lund University)","0","True","http://lup.lub.lu.se/student-papers/record/9023721","","Mixed support regarding firm capital structure reaction to the Tax Cut and Jobs Act is found. In the main difference-in-differences estimation, support is found for the predictions of trade-off theory after the inclusion of control variables aiming to capture shareholder distribution and capital structure optimization. These results do not prove robust to a more granular matching procedure. A unique contribution is made through the results indicating that even large tax changes may be unable to provoke a downward reaction in leverage ratios. Further, this study exemplifies that to draw meaningful conclusions from policy changes on taxes, standard difference-in-differences estimations may not suffice.","TCJA repatriation cash holdings","https://openalex.org/W3094203510","article"
"A ROCKET WITH NO FUEL: HOW THE TAX CUTS AND JOBS ACT CREATES MORE LOOPHOLES FOR CORPORATIONS TO EXPLOIT THE U.S. ECONOMY","Varun Kukreja","2020","eYLS (Yale Law School)","0","True","https://digitalcommons.law.scu.edu/cgi/viewcontent.cgi?article=2898&context=lawreview","","A ROCKET WITH NO FUEL: HOW THE TAX CUTS AND JOBS ACT CREATES MORE LOOPHOLES FOR CORPORATIONS TO EXPLOIT THE U.S. ECONOMY","TCJA repatriation cash holdings","https://openalex.org/W3043415715","article"
"Does corporate social responsibility reduce financial distress risk?","Sabri Boubaker; Alexis Cellier; Riadh Manita; Asif Saeed","2020","Economic Modelling","484","True","https://www.sciencedirect.com/science/article/am/pii/S0264999319300367?via%3Dihub","https://doi.org/10.1016/j.econmod.2020.05.012","","tariff ""cash holdings"" firm 2018","https://openalex.org/W3027113516","article"
"A New Era of Pollution Progress in Urban China?","Siqi Zheng; Matthew E. Kahn","2017","The Journal of Economic Perspectives","204","True","https://www.aeaweb.org/articles/pdf/doi/10.1257/jep.31.1.71","https://doi.org/10.1257/jep.31.1.71","Over the last 30 years, China's economy has boomed. This trend has lifted hundreds of millions of Chinese out of poverty but it has also sharply increased local, regional, and global pollution levels. We look at the rise in air pollution over recent decades, and the perhaps surprising finding that in many of China's urban areas, levels of particulates (of less than 10 microns) have been decreasing during the last 10 to 15 years. We then turn to the costs and tradeoffs of air pollution, including costs to human health, reductions in worker productivity, and how people are seeking to reduce their exposure to pollution as shown by compensating differentials in real estate prices and purchases of masks and air filters. We discuss how rising incomes tend to raise the demand for environmental amenities and thus increase political pressure for environmental protection, and then we turn to the policy tools that China has used to reduce pollution. We conclude by arguing that as China's government is preparing for an additional 300 million people to move to urban areas over the next 30 years, it will have a number of opportunities for China to reduce pollution through a shift from manufacturing to services, along with various steps to improve energy efficiency and resource conservation. Overall, it seems that China is on track to improve its environmental performance in the years ahead.","tariff ""cash holdings"" firm 2018","https://openalex.org/W2580719731","article"
"Information flows among rivals and corporate investment","Darren Bernard; Terrence Blackburne; Jacob R. Thornock","2019","Journal of Financial Economics","177","True","https://lbsresearch.london.edu/id/eprint/1197/1/InformationFlows_FullManu_08.04.2019.pdf","https://doi.org/10.1016/j.jfineco.2019.11.008","","tariff ""cash holdings"" firm 2018","https://openalex.org/W2990897023","article"
"Product Market Competition and Voluntary Corporate Social Responsibility Disclosures†","Ji Woo Ryou; Albert Tsang; Kun Tracy Wang","2021","Contemporary Accounting Research","170","True","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1911-3846.12748","https://doi.org/10.1111/1911-3846.12748","ABSTRACT This study examines whether and how firms' voluntary forward‐looking nonfinancial disclosure, specifically their corporate social responsibility (CSR) disclosure, is associated with the intensity of product market competition (PMC). Despite the importance of the proprietary cost argument in explaining corporate disclosure incentives, there is little empirical evidence of the relationship between firms' proprietary cost concerns and their voluntary nonfinancial disclosure decisions. Using a reduction in industry‐level import tariffs as an exogenous shock to competition intensity, we find that the likelihood, frequency, and length of stand‐alone CSR reports decrease in response to heightened PMC. We also find that higher PMC intensity is associated with a reduced likelihood of CSR disclosure with external assurance, CSR disclosure in accordance with the Global Reporting Initiative guidelines, and CSR disclosure integrated with financial statements. Our results are robust to multiple alternative measures of PMC—namely, the level of nonprice competition, product similarity, and managers' perceptions of competition. Further analysis suggests that firms facing intense competition tend to commit more resources to advertising activities after reducing their CSR disclosure, presumably to mitigate the effect of this reduction. Overall, our findings suggest that proprietary cost concerns reduce firms' incentive to report their competition‐sensitive CSR activities.","tariff ""cash holdings"" firm 2018","https://openalex.org/W3217390284","article"
"Legal Systems, National Governance and Renewable Energy Investment: Evidence from Around the World","Jia Liu; Dayong Zhang; Jing Cai; John Davenport","2019","British Journal of Management","127","True","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1467-8551.12377","https://doi.org/10.1111/1467-8551.12377","Abstract This paper examines renewable energy (RE) investment and the role of a country's legal system in shaping investment decisions. Analysing data from 236 renewable energy companies between 2000 and 2017 across the world, our study establishes that those in a common law system are more responsive to growth opportunities in RE investment, while facing greater financial constraints than their counterparts in civil law systems. Our study demonstrates that the global imbalance in RE development is caused by the influence of a country's legal system, which determines the regulatory and business ethos that impacts on the trajectory of investment, and by the varying degrees of accountability implicit in a country's governance environment. Our research raises the implication that the opportunity costs of forgone economic gains are in direct conflict with long‐term environmental goals, retarding the transition from carbon‐based to sustainable sources of energy, and provides insights into how development can be stimulated by fiscal incentives, favourable regulations, societal engagement, improved access to finance and the alignment of national strategies. Our findings contribute to the economic literature of legal origin theory and establish fundamental principles for refining global RE development strategy and confronting the challenge of climate change.","tariff ""cash holdings"" firm 2018","https://openalex.org/W2948142859","article"
"Does customer-base structure influence managerial risk-taking incentives?","Jie Chen; Xunhua Su; Xuan Tian; Bin Xu","2021","Journal of Financial Economics","98","True","https://centaur.reading.ac.uk/122715/1/JFE_SSRN.pdf","https://doi.org/10.1016/j.jfineco.2021.07.015","","tariff ""cash holdings"" firm 2018","https://openalex.org/W3183831255","article"
"Competitive pressure and firm investment efficiency: Evidence from corporate employment decisions","Sabri Boubaker; Viet Anh Dang; Syrine Sassi","2021","European Financial Management","95","True","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/eufm.12335","https://doi.org/10.1111/eufm.12335","Abstract This study examines the link between product market competition and labour investment efficiency. We find that competitive pressure distorts the efficiency of corporate employment decisions by creating an underinvestment problem. This finding withstands a battery of robustness checks and remains unchanged after accounting for endogeneity concerns. Additional analysis shows that the relationship between product market competition and labour investment efficiency is stronger for firms facing higher competitive threats, greater financial constraints, higher information asymmetry and higher labour adjustment costs. Our results suggest that as competition increases bankruptcy risk, it leads managers to underinvest in labour to avoid incurring labour‐related costs.","tariff ""cash holdings"" firm 2018","https://openalex.org/W3152850303","article"
"The effect of corporate sustainability performance on leverage adjustments","Ly Ho; Min Bai; Yue Lu; Yafeng Qin","2021","The British Accounting Review","91","True","https://mro.massey.ac.nz/bitstreams/6b5d5764-93fe-49bd-bb8c-c3f918936540/download","https://doi.org/10.1016/j.bar.2021.100989","","tariff ""cash holdings"" firm 2018","https://openalex.org/W3128312230","article"
"The role of political ties and political uncertainty in corporate innovation","Nieves Lidia Díaz Díaz; Félix J. López‐Iturriaga; Domingo Javier Santana Martín","2021","Long Range Planning","70","True","https://doi.org/10.1016/j.lrp.2021.102111","https://doi.org/10.1016/j.lrp.2021.102111","We examine the relationship between firms' political connections and corporate innovation in a European context. We also consider the moderating effect of political connections on the relationship between political uncertainty and firms' innovation. We use two different metrics of innovation: R&D (an input measure), and patent counts (an output measure). We find that firms with former politicians on their board of directors invest less in R&D than their counterpart firms. However, the presence of this type of director on the board is positively associated with the number of a firm's patent applications. It seems that, although political ties reduce the amount of resources devoted to R&D activities, they increase the effectiveness of intellectual rights protection. Results also show that political uncertainty decreases R&D investment but exacerbates the need for legal protection of innovation through patents. According to our results, political connections attenuate the effect of political uncertainty on firm innovation such that the negative (positive) effect of uncertainty on R&D intensity (patents) weakens when the firm is politically connected.","tariff ""cash holdings"" firm 2018","https://openalex.org/W3161074877","article"
"A bird in the hand is worth two in the bush: Technology search strategies and competition due to import penetration","Raffaele Morandi Stagni; Andréa Fosfuri; Juan Santaló","2021","Strategic Management Journal","61","True","https://e-archivo.uc3m.es/bitstreams/559a511c-525d-4fd6-ac85-ea9d17a23165/download","https://doi.org/10.1002/smj.3277","Abstract Research Summary Do firms respond to tougher competition by searching for completely new technological solutions (exploration), or do they work to defend their position by improving current technologies (exploitation)? Considering the different times to fruition for exploration versus exploitation, in the presence of heightened competition, we argue that firms might not be able to wait for the benefits of technological exploration to materialize. With a panel data set of U.S. manufacturing firms, we show that tougher competition, due to import penetration, leads to a decrease in technological exploration and an increase in technological exploitation. These effects are heterogeneous across industries, firms, and time. To obtain exogenous variation in competition we rely on both instrumental variable regressions and a difference‐in‐differences design exploiting large changes in import tariffs. Managerial Summary A firm's R&amp;D strategy is one of the fundamental determinants of success or failure when responding to competitive threats. In this study, we examine how firms change the knowledge sources used in their R&amp;D efforts in response to substantial increases in import penetration in their domestic market. We find that in the years that immediately follow an increase in import penetration, firms tend to rely more on familiar knowledge in the development of innovations and less on knowledge sources that were not previously used. This switch in R&amp;D strategy also appears to be temporary (reversed in later years), and it is positively associated with an increased likelihood of survival.","tariff ""cash holdings"" firm 2018","https://openalex.org/W3134912564","article"
"Managerial overconfidence: promoter of or obstacle to organizational resilience?","Jennifer Kunz; Lara Sonnenholzner","2022","Review of Managerial Science","57","True","https://link.springer.com/content/pdf/10.1007/s11846-022-00530-y.pdf","https://doi.org/10.1007/s11846-022-00530-y","Abstract Organizational resilience provides firms with the capability to face adverse circumstances successfully. Therefore, it constitutes an indispensable capability for each company. As indicated by Upper Echelon Theory, particularly executives and their personal traits exert a major impact on organizational capabilities, decision-making as well as action taking. Thus, they also should play an important role in promoting organizational resilience. However, so far literature lacks a comprehensive understanding regarding these relations. Accordingly, the present paper strives to add to such a comprehensive understanding with a particular focus on managerial overconfidence, one of the most widely and controversially discussed personality trait of executives. To pursue this goal, we develop a model comprising the relevant components of organizational resilience in terms of important resources, conduct a systematic literature review to identify the major corporate areas that are affected by managerial overconfidence and draw conclusions for the identified findings on the relation between organizational resilience and overconfidence. The analysis indicates a positive impact on social resources, a rather negative impact on procedural resources and a mixed impact on financial resources, where e.g. the effect on takeover activities is negative while the impact on financing preferences is at least partly positive. Moreover, the identified literature in large parts provides evidence regarding material resources, while social and procedural resources are covered to a lesser extent, indicating a need for further research.","tariff ""cash holdings"" firm 2018","https://openalex.org/W4214902471","article"
"Financial inclusion and green economic performance for energy efficiency finance","Zhen Liu; Trong Lam Vu; Thi Thu Hien Phan; Thanh Quang Ngo; Nguyen Ho Viet Anh; Ahmad Romadhoni Surya Putra","2022","Economic Change and Restructuring","53","True","https://link.springer.com/content/pdf/10.1007/s10644-022-09393-5.pdf","https://doi.org/10.1007/s10644-022-09393-5","","tariff ""cash holdings"" firm 2018","https://openalex.org/W4220994109","article"
