"title","authors","year","venue","cited_by","is_oa","oa_url","doi","abstract","citing_anchor","id","type"
"Political sentiment and credit ratings","Mostafa Monzur Hasan; Ashrafee T Hossain; Haiyan Jiang","2024","The British Accounting Review","7","True","https://doi.org/10.1016/j.bar.2024.101432","https://doi.org/10.1016/j.bar.2024.101432","This study examines the relationship between firms’ political sentiment (PSENT) and their credit ratings. Using US public firms as the sample, we reveal that PSENT is positively associated with corporate credit ratings. Furthermore, we find evidence indicating that a positive PSENT leads to higher credit ratings, while a negative PSENT results in lower credit ratings. We also demonstrate that PSENT is positively (negatively) associated with the investment grade and rating upgrade (rating downgrade). The cross-sectional analysis indicates that the positive relationship between PSENT and credit ratings is more evident among firms facing severe information asymmetry, financial distress risk, and weaker governance. Additionally, we observe that PSENT leads to higher new debt issuance. Finally, we conduct a survey of credit analysts and find evidence that corroborates our findings from empirical analyses. Overall, our study suggests that PSENT has an essential bearing on corporate credit quality.","Hassan2019_PRisk","https://openalex.org/W4399898604","article"
"Digital welfare of the value cycle of agribusiness supply chain network: evidence from China's listed agriculture-affiliated companies","Shaopeng Zhang; Yinhao Yang; Huanhui Gan; Ren Yangyang","2024","Technology Analysis and Strategic Management","7","False","","https://doi.org/10.1080/09537325.2024.2411593","","Hassan2019_PRisk","https://openalex.org/W4403235028","article"
"Firms’ real and reporting responses to taxation: A review","Rebecca Lester; Marcel Olbert","2025","Journal of Accounting and Economics","7","True","https://doi.org/10.1016/j.jacceco.2025.101837","https://doi.org/10.1016/j.jacceco.2025.101837","Taxation is a central economic policy tool, with governments increasingly using tax policy to stimulate local economic growth and also regulate multinational firms. We review the empirical literature that studies the effect of tax policies on firms’ investment, employment, and other real outcomes. Building on the neoclassical theory of corporate taxes and tangible investment, we propose an organizing framework for our review that captures the wide set of tax policies and firm responses examined in accounting research. This framework highlights four dimensions along which accounting scholars contribute to the literature: (i) documenting the role of financial reporting incentives as a moderating factor in firms’ real responses, (ii) studying firms’ reporting versus real responses, (iii) quantifying real effects of tax disclosure regulations, and (iv) improving measurement of firms’ tax status and proxies for investment and employment. We identify open questions for future research and suggest new international, federal, and local settings that may help uncover underlying mechanisms driving observed economic phenomena. Specifically, we encourage scholars to further distinguish firms’ reported and real responses to tax changes and improve measurement of these outcomes, especially in settings related to environmental taxation or settings in which tax avoidance and real outcomes are closely linked.","Hassan2019_PRisk","https://openalex.org/W4415291496","review"
"Economic Uncertainty and Divisive Politics: Evidence from the dos Españas","Sandra García-Uribe; Hannes Mueller; Carlos Sanz","2024","The Journal of Economic History","7","True","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/9AABCE4AF15CE3871F16288F919A1931/S0022050724000044a.pdf/div-class-title-economic-uncertainty-and-divisive-politics-evidence-from-the-dos-espanas-div.pdf","https://doi.org/10.1017/s0022050724000044","This article exploits two newspaper archives to track economic policy uncertainty in Spain from 1905–1945. We find that the outbreak of the Civil War in 1936 was anticipated by a striking upward level shift of uncertainty in both newspapers. We study the reasons for this shift through a natural language processing method, which allows us to leverage expert opinion to track specific issues in our newspaper archives. We find a strong empirical link between increasing uncertainty and the rise of divisive political issues like socio-economic conflict. This holds even when exploiting content differences between the two newspapers in our corpus.","Hassan2019_PRisk","https://openalex.org/W3125159112","article"
"A thousand words tell more than just numbers: Financial crises and historical headlines","Kim Ristolainen; Tomi Roukka; Henri Nyberg","2023","Journal of Financial Stability","7","True","https://doi.org/10.1016/j.jfs.2023.101209","https://doi.org/10.1016/j.jfs.2023.101209","We show that financial crises are preceded by changes in specific types of narrative information contained in newspaper article titles. Our novel international dataset and the resulting empirical evidence are gathered by integrating information from a large panel of economic news articles in global newspapers between the years 1870 and 2016 with conventional macroeconomic and financial indicators. We find that the predictive information of newspaper article titles that signals coming crisis episodes is substantial over and above the macroeconomic and financial indicators. Feature contribution analysis and crisis case studies reveal that the new indicators capture more detailed, but still generalizable information on the buildup of crises.","Hassan2019_PRisk","https://openalex.org/W3216767647","article"
"Firms’ rollover risk, capital structure and unequal exposure to aggregate shocks","Sharjil Haque; Richard Varghese","2023","Journal of Corporate Finance","7","False","","https://doi.org/10.1016/j.jcorpfin.2023.102416","","Hassan2019_PRisk","https://openalex.org/W4366779028","article"
"Chief executive officer private firm experience and idiosyncratic risk","Dev R. Mishra","2023","Corporate Governance An International Review","7","True","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/corg.12556","https://doi.org/10.1111/corg.12556","Abstract Research Question/Issue We examine chief executive officers' (CEOs) lifetime work experience in private firms and its potential influence in shaping managers' style in public firms and their corporate policies and thus the market's perception of a firm's risk. Research Findings/Insights We find that the idiosyncratic risk of public firms increases with the extent of CEO work experience in privately owned firms ( CEO private experience ). While there is no evidence of higher investment risk taking by private CEOs, the proportion of private‐firm work experience has a positive association with disclosure deficiency, decrease in manager‐owner agency conflicts, and an increase in political risk revelations at earnings conference calls, which, in turn, are associated with the elevation of idiosyncratic risk. Theoretical/Academic Implications The findings of this study underscore arguments in the upper echelons theory, imprinting theory, and behavioral agency theory. The study also has implications for literature related to corporate disclosure, governance, and political risk. Practitioner/Policy Implications Idiosyncratic risk is important for firms, as the literature suggests it hurts a firm's ability to finance future capital investments; therefore, it is optimal for corporate boards to have strategies in place to monitor and offer orientation packages targeted at alleviating CEO style heterogeneities presented by their prior work experience in private firms.","Hassan2019_PRisk","https://openalex.org/W4386712639","article"
"Economic policy uncertainty, risk perception and stock price crash risk: Evidence from China","Xiaojun Liu; Yong Ma; Zhongyue Xu","2024","Economic Analysis and Policy","7","False","","https://doi.org/10.1016/j.eap.2024.04.013","","Hassan2019_PRisk","https://openalex.org/W4394876253","article"
"The information content of conflict, social unrest and policy uncertainty measures for macroeconomic forecasting","Marina Diakonova; Luis Molina; Hannes Mueller; Javier J. Pérez; Christopher Rauh","2024","Latin American Journal of Central Banking","7","True","https://doi.org/10.1016/j.latcb.2024.100130","https://doi.org/10.1016/j.latcb.2024.100130","It is widely accepted that episodes of social unrest, conflict, political tensions and policy uncertainty affect the economy. Nevertheless, the real-time dimension of such relationships is less studied, and it remains unclear how to incorporate them in a forecasting framework. This can be partly explained by a certain divide between the economic and political science contributions in this area, as well as the traditional lack of availability of timely high-frequency indicators measuring such phenomena. The latter constraint, though, is becoming less of a limiting factor through the production of text-based indicators. In this paper we assemble a dataset of such monthly measures of what we call “institutional instability”, for three representative emerging market economies: Brazil, Colombia and Mexico. We then forecast quarterly GDP by adding these new variables to a standard macro-forecasting model using different methods. Our results strongly suggest that capturing institutional instability above a broad set of standard high-frequency indicators is useful when forecasting quarterly GDP. We also analyse relative strengths and weaknesses of the approach.","Hassan2019_PRisk","https://openalex.org/W4396504628","article"
"Sleeping with the enemy: The perils of having the government on(the)board","Santiago Barraza; Martı́n A. Rossi; Christian A. Ruzzier","2022","Journal of Comparative Economics","7","True","https://webacademicos.udesa.edu.ar/pub/econ/doc149.pdf","https://doi.org/10.1016/j.jce.2022.01.005","","Hassan2019_PRisk","https://openalex.org/W3163182956","article"
"COVID-19 exposure: a risk-averse firms’ response","Mohammad Nasih; Damara Ardelia Kusuma Wardani; Iman Harymawan; Fajar Kristanto Gautama Putra; Adel Sarea","2022","Journal of financial reporting & accounting","7","False","","https://doi.org/10.1108/jfra-12-2021-0430","Purpose Without a doubt, COVID-19 is a disruptive event that one may not consider before it becomes a global pandemic. This study aims to examine the firm’s risk preference, represented as board characteristics towards COVID-19 exposure in Indonesia. Design/methodology/approach This study uses the boardroom’s average value of board age and female proportion to represent board characteristics. Fixed-effect regression based on industry (Industry FE) and year (Year FE) analyses 861 firm-year observations of all firms listed on the Indonesian Stock Exchange in 2019–2020. Findings The result shows a positive relationship between the female board and COVID-19 exposure disclosure. Meanwhile, the age proportion does not offer a significant result. The additional analysis document that the directors mainly drove the result and were only relevant during 2020. These results are robust due to coarsened exact matching tests and Heckman’s two-stage regression. This study enriches COVID-19 literature, especially from a quantitative perspective. Originality/value The rise of global crises makes the outputs of this study important for non-financial listed firms in Indonesia.","Hassan2019_PRisk","https://openalex.org/W4290744393","article"
"Regional Economic Outlook, Asia and Pacific, April 2024","International Monetary Fund. Asia and Pacific Dept","2024","","7","True","https://www.elibrary.imf.org/downloadpdf/display/book/9798400272349/9798400272349.pdf","https://doi.org/10.5089/9798400272349.086","Abstract Growth in Asia and the Pacific outperformed expectations in late 2023, reaching 5.0 percent for the year. Inflation has continued to decline, albeit at varying speeds: some economies are still seeing sustained price pressures, while others are facing deflationary risks. In 2024, growth is projected to slow modestly to 4.5 percent. Near-term risks are now broadly balanced, as global disinflation and the prospect of monetary easing have increased the likelihood of a soft landing. Spillovers from a deeper property sector correction in China remain an important risk, however, while geoeconomic fragmentation clouds medium-term prospects. Given the diverse inflation landscape, central bank policies need to calibrate policies carefully to domestic needs. Fiscal consolidation should accelerate to contain debt burdens and debt service cost, in order to preserve budgetary space for addressing structural challenges, including population aging and climate change.","Hassan2019_PRisk","https://openalex.org/W4396520692","book"
"In the Shadows of the Government: Relationship Building during Political Turnovers","Hanming Fang; Zhe Li; Nianhang Xu; Hongjun Yan","2018","SSRN Electronic Journal","7","True","https://doi.org/10.2139/ssrn.3288749","https://doi.org/10.2139/ssrn.3288749","","Hassan2019_PRisk","https://openalex.org/W3126049260","article"
"Uncovering Mutual Fund Private Information with Machine Learning","Alan Zhang","2020","SSRN Electronic Journal","7","True","https://doi.org/10.2139/ssrn.3713966","https://doi.org/10.2139/ssrn.3713966","","Hassan2019_PRisk","https://openalex.org/W3137979356","article"
"Greenwashing during Uncertain Times","Najah Attig; Paul Brockman; Samir Trabelsi","2021","SSRN Electronic Journal","7","True","https://doi.org/10.2139/ssrn.3786452","https://doi.org/10.2139/ssrn.3786452","","Hassan2019_PRisk","https://openalex.org/W3162522572","article"
"Impact of Policy Uncertainty on Stock Liquidity: Cross-sectional Effects and Economic Channels","Huu Nhan Duong; Chandrasekhar Krishnamurti; Justin Hung Nguyen; My Nguyеn; S. Ghon Rhee","2018","SSRN Electronic Journal","7","True","https://doi.org/10.2139/ssrn.3088922","https://doi.org/10.2139/ssrn.3088922","","Hassan2019_PRisk","https://openalex.org/W3173130801","article"
"Political Costs and Strategic Corporate Communication","Christine Cuny; Jungbae Kim; Mihir N. Mehta","2022","SSRN Electronic Journal","7","True","https://doi.org/10.2139/ssrn.4102423","https://doi.org/10.2139/ssrn.4102423","","Hassan2019_PRisk","https://openalex.org/W4285299154","article"
"Climate Regulatory Risks and Executive Compensation: Evidence from U.S. State-Level SCAP Finalization","Qiyang He; Justin Hung Nguyen; Buhui Qiu; Bohui Zhang","2023","SSRN Electronic Journal","7","True","https://doi.org/10.2139/ssrn.4404408","https://doi.org/10.2139/ssrn.4404408","","Hassan2019_PRisk","https://openalex.org/W4365792083","article"
"War Discourse and Disaster Premia: 160 Years of Evidence from Stock and Bond Markets","David Hirshleifer; Dat Mai; Kuntara Pukthuanthong","2023","National Bureau of Economic Research","7","True","https://doi.org/10.3386/w31204","https://doi.org/10.3386/w31204","Using a semi-supervised topic model on 7, 000, 000 New York Times articles spanning 160 years, we test whether topics of media discourse predict future stock market excess returns to test rational and behavioral hypotheses about market valuation of disaster risk. Media discourse data address the challenge of sample size even when disasters are rare. Our methodology avoids look-ahead bias and addresses semantic shifts. Our discourse topics positively predict market excess returns, with War having an out-of-sample R² of 1.35%. We call this effect the war return premium. The war return premium has increased in more recent time periods.","Hassan2019_PRisk","https://openalex.org/W4375852121","report"
"Corporate Discount Rates","Niels Joachim Gormsen; Kilian Huber","2023","SSRN Electronic Journal","7","True","http://dx.doi.org/10.2139/ssrn.4477545","https://doi.org/10.2139/ssrn.4477545","","Hassan2019_PRisk","https://openalex.org/W4380479922","article"
"Market Response to Racial Uprisings","Bocar Ba; Roman Rivera; Alexander Whitefield","2023","National Bureau of Economic Research","7","True","https://doi.org/10.3386/w31606","https://doi.org/10.3386/w31606","Do investors anticipate that demands for racial equity will impact companies? We explore this question in the context of the Black Lives Matter (BLM) movement—the largest racially motivated protest movement in U.S. history—and its effect on the U.S. policing industry using a novel dataset on publicly traded firms contracting with the police. It is unclear whether the BLM uprisings were likely to increase or decrease market valuations of firms contracting heavily with police because of the increased interest in reforming the police, fears over rising crime, and pushes to “defund the police”. We find, in contrast to the predictions of economics experts we surveyed, that in the three weeks following incidents triggering BLM uprisings, policing firms experienced a stock price increase of seven percentage points relative to the stock prices of nonpolicing firms in similar industries. In particular, firms producing surveillance technology and police accountability tools experienced higher returns following BLM activism–related events. Furthermore, policing firms’ fundamentals, such as sales, improved after the murder of George Floyd, suggesting that policing firms’ future performances bore out investors' positive expectations following incidents triggering BLM uprisings. Our research shows how—despite BLM’s calls to reduce investment in policing and explore alternative public safety approaches—the financial market has translated high-profile violence against Black civilians and calls for systemic change into shareholder gains and additional revenues for police suppliers.","Hassan2019_PRisk","https://openalex.org/W4386214181","report"
"Firm-Level Tax Audits: A Generative AI-Based Measurement","Gayoung Choi; Alex Kim","2023","SSRN Electronic Journal","7","True","https://doi.org/10.2139/ssrn.4645865","https://doi.org/10.2139/ssrn.4645865","","Hassan2019_PRisk","https://openalex.org/W4389083238","article"
"Firms' Perceived Cost of Capital","Niels Joachim Gormsen; Kilian Huber","2024","SSRN Electronic Journal","7","True","http://dx.doi.org/10.2139/ssrn.4888476","https://doi.org/10.2139/ssrn.4888476","","Hassan2019_PRisk","https://openalex.org/W4400445901","article"
"Corporate uncertainty perception, innovation resilience and environmental performance: evidence from Chinese listed companies","Bing Liu; Zhong Liu; Yubo Zhao","2024","Applied Economics","6","False","","https://doi.org/10.1080/00036846.2024.2364083","The twin crises of growing global environmental problems and frequent economic policy uncertainty have received widespread attention. However, the existing literature is limited to the impact of uncertainty on corporate environmental protection at the macro level and remains controversial. Based on the subjective perception perspective of firms, this paper explores the impact of corporate uncertainty perception on corporate environmental performance (EP) and the role of innovation resilience as a mechanism in it, using data from Chinese listed companies between 2007 and 2018. The study finds that uncertainty perception positively affects EP, which remains consistent even after conducting endogeneity and robustness tests. Heterogeneity tests reveal uncertainty perception's stronger positive impact on EP among firms in eastern and central provinces, in maturity or decline stages, and with a focus on capital or technology. The mechanism analysis reveals that innovation resilience plays a positive moderating role in the relationship between uncertainty perception and EP. This paper addresses the controversy over the relationship between uncertainty and EP from corporate subjective perception perspective, improves the innovation resilience measure, enriches the mechanism of uncertainty perception's role on EP, and expands the scope of application for strategic growth theory and resilience theory in organizational management.","Hassan2019_PRisk","https://openalex.org/W4399443936","article"
"The Sino-U.S. trade war: Challenges for trade credit financing and the role of corporate culture","Yuyou Chen; Sirui Cheng; Yuning Zhang","2025","Pacific-Basin Finance Journal","6","False","","https://doi.org/10.1016/j.pacfin.2025.102703","","Hassan2019_PRisk","https://openalex.org/W4407260839","article"
"Adversity and accountability: unravelling the nexus between geopolitical risks and ESG performance in the USA","Hamzeh Al Amosh; Saleh F. A. Khatib","2025","Competitiveness Review An International Business Journal incorporating Journal of Global Competitiveness","6","False","","https://doi.org/10.1108/cr-07-2024-0137","Purpose This study aims to investigate the impact of geopolitical risks (GPRs) on the ethical commitments of companies, specifically focusing on environmental, social, and governance (ESG) performance in USA. By leveraging institutional theory and resource dependence theory, the research seeks to understand how external risks influence companies’ compliance with sustainability responsibilities and their effect on ESG performance across its three dimensions. Design/methodology/approach An unbalanced sample of 2,862 US-based companies was selected for this study, covering the period from 2002 to 2019. The research uses a dual theoretical approach, integrating institutional and resource dependence theories, to analyse how GPRs affect companies’ ESG performance. Quantitative methods are used to examine the relationship between GPRs and ESG outcomes, assessing both individual and collective dimensions of ESG. Findings The findings reveal that GPRs significantly influence companies’ ethical commitments towards ESG performance. These risks can lead to institutional changes, altering norms and expectations and causing companies to adopt practices to mitigate risks and meet external demands. Consequently, companies may divert resources from ESG initiatives to manage GPRs, impacting their ability to achieve ESG goals. Originality/value This study offers a novel perspective by examining the intersection of GPRs and ESG performance through institutional and resource dependence theoretical lenses. It provides valuable insights into how external risks influence corporate ethical commitments and the strategies organizations can adopt to navigate these challenges. The research contributes to the existing literature by highlighting the importance of transparency and accountability in managing GPRs and advancing sustainability initiatives.","Hassan2019_PRisk","https://openalex.org/W4410099142","article"
"The hidden cost of firm-level political risk: Impairing liquidity in corporate bond markets","Yunkang Liu; Jiaxin Yang; Thu Phuong Pham","2025","Finance research letters","6","False","","https://doi.org/10.1016/j.frl.2025.108058","","Hassan2019_PRisk","https://openalex.org/W4412736383","article"
"Navigating turbulent waters: A literature review of socio-political risks and multinational enterprises’ nonmarket strategies","Yi Shen; Axèle Giroud; Xia Han","2025","International Business Review","6","True","https://doi.org/10.1016/j.ibusrev.2025.102498","https://doi.org/10.1016/j.ibusrev.2025.102498","Amidst an increasingly turbulent global environment, multinational enterprises (MNEs) face a wide range of socio-political risks (SPRs) that are complex and multifaceted, e.g. geopolitical conflicts, rising protectionism or anti-globalization sentiment. They must respond strategically to remain competitive. In this systematic literature review, we propose a novel way to analyse risks, along geographical and temporal dimensions. We synthesize findings from 111 empirical peer-reviewed articles to identify how and why MNEs adopt nonmarket strategies (NMS) in contexts where risks prevail. Our findings show MNEs combine adaptive, additive and transformative strategies to address ongoing risks, but focus on adaptive approaches when faced with abrupt challenges. The distinction applies across geographic dimensions, with a tendency for firms to adopt embedded-oriented NMS for within-country SPRs, and cross-border balancing-oriented NMS to respond to cross-country SPRs. We contribute to the literature by enhancing conceptualization of SPRs and offering a comprehensive understanding on the types and effectiveness of NMS used by firms to address political and social risks. Our review enhances theory by proposing an integrated conceptual framework and directions to guide future research. • Examines how and why MNEs adopt nonmarket strategies amidst socio-political risks. • Introduces a matrix categorizing risks along geographical and temporal dimension. • Reviews the literature on MNEs’ nonmarket strategies managing socio-political risks. • Proposes a framework linking socio-political risks and nonmarket strategies. • Identifies key research gaps and guides future research.","Hassan2019_PRisk","https://openalex.org/W4413123083","article"
"(Generative) AI in Financial Economics","Hongwei Mo; Shuting Ouyang","2025","Journal of Chinese Economic and Business Studies","6","True","https://doi.org/10.1080/14765284.2025.2569006","https://doi.org/10.1080/14765284.2025.2569006","","Hassan2019_PRisk","https://openalex.org/W4415532996","article"
"International economic policy uncertainty and analysts' earnings forecasts","Cao Hoang Anh Le; Yaowen Shan; Stephen Taylor","2024","Pacific-Basin Finance Journal","6","True","https://doi.org/10.1016/j.pacfin.2024.102403","https://doi.org/10.1016/j.pacfin.2024.102403","We investigate the extent to which international economic policy uncertainty (EPU) impacts analysts' earnings forecasts. Using a sample of Australian firms, we demonstrate that EPU is positively associated with the size of forecast errors and the extent of forecast dispersion. Consistent with Australia being a relatively small but open economy, we show that this EPU effect extends beyond domestic EPU to include global and country-specific EPU, most notably Chinese and US EPU. The effect of international EPU is stronger for short-term forecasts, and for firms with higher growth prospects and profitability. However, the effect of Australian EPU is more pronounced for longer horizon forecasts and for firms in the resources and mining industries, and those with lower growth and profitability. Our results are consistent with heightened international EPU negatively impacting firms' information environment, with increased variation in market participants' beliefs.","Hassan2019_PRisk","https://openalex.org/W4398200884","article"
"Officer-Involved: The Media Language of Police Killings","Jonathan Moreno-Medina; Aurélie Ouss®; Patrick Bayer®; Bocar A Ba®","2025","The Quarterly Journal of Economics","6","False","","https://doi.org/10.1093/qje/qjaf004","Abstract This article examines language patterns in U.S. television news coverage of police killings. First, we document that the media use syntactic structures—such as passive voice, nominalizations, and intransitive verbs—that obscure responsibility more often in cases of police killings than in cases of civilian killings. Through an online experiment, we demonstrate the significance of these syntactic differences, revealing that participants are less likely to hold police officers morally responsible and demand penalties when exposed to obfuscatory language, particularly in cases involving unarmed victims. Further analysis of news data shows greater use of obfuscatory language when the victims are unarmed or video footage is available—situations in which obfuscation may have the greatest impact. Exploring the causes of this differential obfuscation, we do not find evidence that it is driven by either demand-side factors or supply-side factors associated with TV station ownership and political leaning. Instead, our results suggest that narratives crafted by police departments are more likely drivers of media obfuscation. This article highlights how syntactic choices and their semantic consequences in media shape perceptions, extending beyond coverage volume and bias.","Hassan2019_PRisk","https://openalex.org/W4406787264","article"
"Local government debt and corporate cash holdings: Evidence from China","Guanglong Zhang; Chuyu Wang","2025","Pacific-Basin Finance Journal","6","False","","https://doi.org/10.1016/j.pacfin.2025.102722","","Hassan2019_PRisk","https://openalex.org/W4408006532","article"
"Digital innovation and supply chain risk: A large language model-based analysis","Siyu Fan; Dongmin Kong; Yifei Wu; Honghai Yu","2025","Pacific-Basin Finance Journal","6","False","","https://doi.org/10.1016/j.pacfin.2025.102799","","Hassan2019_PRisk","https://openalex.org/W4410089205","article"
"Debt Contracting When Borrowers Face Transitory Uncertainty: Evidence from U.S. Gubernatorial Elections","Kirak Kim; Trang Nguyen","2023","Management Science","6","True","https://research-information.bris.ac.uk/en/publications/79fead19-265c-4bc2-85cc-cf0e88c2d9b3","https://doi.org/10.1287/mnsc.2021.03106","We study debt-contracting implications of uncertainty surrounding U.S. gubernatorial elections. In election years, loan contracts are more likely to include performance-pricing provisions, whereas loan spreads are mostly unaffected. Additionally, we find, only among those loans without performance-pricing provisions, a marginal increase in loan spreads in election years and a significant increase in loan-spread amendments postelection. The results suggest that under transitory uncertainty, performance pricing curbs an explicit rise in loan spreads and reduces ex-post renegotiations, yielding efficiency gains in contracting. Our further analysis uncovers a veiled pricing effect manifested through interest-rate contingencies: the likelihood of using rate-increasing pricing grids rises in election years for borrowers with a high exposure to uncertainty, thereby ensuring compensation to lenders for uncertainty. Overall, our findings suggest that loan contracting attempts to mitigate the problem of election uncertainty and renegotiation costs through state-contingent pricing, with which borrowers weigh initial loan spreads against the potential for loan-spread variability in the future. This paper was accepted by Victoria Ivashina, finance. Supplemental Material: The data is available at https://doi.org/10.1287/mnsc.2021.03106 .","Hassan2019_PRisk","https://openalex.org/W3046613430","article"
"Firm-level Climate Change Exposure","Ruishen Zhang; Zacharias Sautner; Laurence van Lent; Grigory Vilkov","2020","SSRN Electronic Journal","6","True","https://papers.ssrn.com/sol3/Delivery.cfm/SSRN_ID3858522_code1664187.pdf?abstractid=3642508&mirid=1","https://doi.org/10.17605/osf.io/fd6jq","We introduce a method that identifies from earnings conference calls the attention paid by financial analysts to firms' climate change exposures. The method adapts a machine learning keyword discovery algorithm and captures exposures related to opportunity, physical, and regulatory shocks associated with climate change. The measures are available for more than 10,000 firms from 34 countries between 2002 and 2020. The measures are useful in predicting important real outcomes related to the net-zero transition, notably job creation in disruptive green technologies and green patenting, and they contain information that is priced in options and equity markets. Updates [2025-08-21]: We have updated our data to 2024Q4. Updates [2024-08-17]: We have updated our data to 2023Q4. Updates [2023-11-21]: We have updated our data to 2022Q4. Updates [2023-02-15]: We have updated our data to ensure that the topic measures have zero values when CCExposure=0. Updates [2022-03-11]: We have updated our data to 2021Q4. Updates [2022-02-25]: We have expanded the number of variables provided in the datasets (we re-run the bigram searching algorithm so the original scores change but remain highly correlated with the legacy version.). Updates [2021-05-14]: We have updated our data to 2020Q4. Updates [2021-04-03]: Last update missed 2019 Q3 and Q4. We added the data of these two quarters in the latest version. Updates [2021-01-19]: We have updated our data to 2020Q3.","Hassan2019_PRisk","https://openalex.org/W3048193571","article"
"LGBT-supportive corporate policies, risk aversion and mitigation and economic policy uncertainty","Chaiyuth Padungsaksawasdi; Sirimon Treepongkaruna; Pornsit Jiraporn","2022","Review of Behavioral Finance","6","False","","https://doi.org/10.1108/rbf-10-2021-0211","Purpose The paper aims to investigate the effect of uncertain times on LGBT-supportive corporate policies, exploiting a novel text-based measure of economic policy uncertainty (EPU) that was recently constructed by Baker et al. (2016). LGBT-supportive policies have attracted a great deal of attention in the media lately. There is also a rapidly growing area of the literature that addresses LGBT-supportive policies specifically. Design/methodology/approach The authors execute a regression analysis and several other robustness checks including propensity score matching (PSM) and an instrumental-variable analysis to mitigate endogeneity. Findings The authors' results show that companies significantly raise their investments in LGBT-supportive policies in times of greater uncertainty, reinforcing the risk mitigation view where LGBT-supportive policies create moral capital with an insurance-like effect that mitigates adverse consequences during uncertain times. The effect of EPU on LGBT-supportive policies is above and beyond its effect on corporate social responsibility (CSR) in general. Originality/value The authors' study is the first to explore the effect of uncertain times on LGBT-supportive corporate policies. The authors contribute to a crucial area of the literature that examines how firms respond to EPU. In addition, the authors enrich the literature on LGBT-friendly policies by showing that EPU is one of the significant determinants of LGBT-friendly policies.","Hassan2019_PRisk","https://openalex.org/W4206219366","article"
"Reacting to the economic fallout of the COVID-19: Evidence on debt exposure and asset management of Italian firms","Anna Maria Ferragina; Stefano Iandolo","2022","Economic Analysis and Policy","6","True","https://www.ncbi.nlm.nih.gov/pmc/articles/9212735","https://doi.org/10.1016/j.eap.2022.06.005","","Hassan2019_PRisk","https://openalex.org/W4282960597","article"
"Political spending, related voluntary disclosure, and the cost of public debt","Khadija S. Almaghrabi; Ioannis Tsalavoutas","2022","Journal of Financial Stability","6","True","","https://doi.org/10.1016/j.jfs.2022.101085","","Hassan2019_PRisk","https://openalex.org/W4307902145","article"
"Impact of Regulations on Firm Value: Evidence from the 2016 U.S. Presidential Election","Santanu Kundu","2023","Journal of Financial and Quantitative Analysis","6","True","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/1DC48EC40956186AFA32FAB9F483B42C/S0022109023000510a.pdf/div-class-title-impact-of-regulations-on-firm-value-evidence-from-the-2016-u-s-presidential-election-div.pdf","https://doi.org/10.1017/s0022109023000510","Abstract Using the 2016 U.S. presidential election result as a shock to the expectations about the future regulatory environment, I find that most regulated firms earned approximately 4% higher cumulative abnormal stock returns than least regulated firms during the first 10 trading days after the election. Exploring economic mechanisms, I find evidence consistent with the explanation that more regulations disproportionately harm high-growth firms and allow incumbent firms to extract rents through lower competition and political favoritism. Stock returns are also followed by a shift in firm fundamentals over 3 years after 2016, consistent with the economic mechanisms.","Hassan2019_PRisk","https://openalex.org/W4366283460","article"
"Aggregate economic policy uncertainty and corporate political contribution disclosure","Lijun Lei; Yan Luo","2023","Journal of Accounting Literature","6","False","","https://doi.org/10.1108/jal-11-2021-0015","Purpose Unlike other types of corporate disclosure, corporate political disclosure (CPD), which is the disclosure of corporate political contributions and the related governing policies and oversight mechanisms, does not provide completely new information to stakeholders. Some of the information disclosed in CPD is available from other public records (e.g. the Federal Election Committee website or OpenSecrets website). Given this unique feature of CPD, it is interesting to investigate the cost and benefit tradeoff for firms of altering their CPD practice in response to policy and political uncertainty. Design/methodology/approach This study employs recently developed indexes of aggregate economic policy uncertainty (EPU) and a novel dataset of CPD transparency to examine the impact of EPU on CPD transparency and how the proprietary cost of corporate political activities moderates this association. The sample consists of S&amp;P 500 companies from the 2012 to 2019 period. Findings The authors document that firms mitigate the heightened information asymmetry associated with higher aggregate EPU by increasing CPD transparency. The positive association between EPU and CPD is less pronounced for firms that are more sensitive to EPU, for firms that more actively manage EPU through corporate political contributions or lobbying activities and for firms that are followed by more analysts. The authors also find that more transparent CPD helps to mitigate the information asymmetry caused by heightened EPU. This study’s results hold when the authors control for other types of voluntary corporate disclosure. Originality/value This study contributes to the emerging literature on the determinants of CPD transparency by identifying EPU's positive impact on CPD transparency. This study also provides empirical evidence that the proprietary costs arising from the controversial nature of corporate political activities dampen firms' incentives to provide transparent CPD in response to heightened EPU, and that information on corporate political activities gathered and processed by financial analysts seems to lower the marginal benefit to companies of publicizing CPD on their own website.","Hassan2019_PRisk","https://openalex.org/W4381277753","article"
"Semantics matter: An empirical study on economic policy uncertainty index","Chung-Chi Chen; Yu-Lieh Huang; Fang Yang","2023","International Review of Economics & Finance","6","False","","https://doi.org/10.1016/j.iref.2023.08.015","","Hassan2019_PRisk","https://openalex.org/W4386258091","article"
"Investor demand, firm investment, and capital misallocation","Jaewon Choi; Xu Tian; Yufeng Wu; Mahyar Kargar","2025","Journal of Financial Economics","6","False","","https://doi.org/10.1016/j.jfineco.2025.104039","","Hassan2019_PRisk","https://openalex.org/W4408538238","article"
